lat,long,county,carries,yr_built,bridge_condition,avg_daily_traffic,total_improve_cost_thousands,inspection_mo,inspection_yr,owner,responsibility,vehicles
39.32310556,-76.47758056,Baltimore County,MD 702 EBR,1972,Fair,18644,NA,8,16,State Highway Agency,State Highway Agency,18644 vehicles
39.32314167,-76.47673333,Baltimore County,MD 702 WBR,1972,Fair,19406,NA,7,16,State Highway Agency,State Highway Agency,19406 vehicles
39.32376111,-76.47621389,Baltimore County,MD 695 RAMP 7A,1972,Fair,7951,NA,9,16,State Highway Agency,State Highway Agency,7951 vehicles
39.32455,-76.47721667,Baltimore County,MD 695 RAMP 7A,1972,Fair,7951,NA,9,16,State Highway Agency,State Highway Agency,7951 vehicles
39.32475556,-76.48018333,Baltimore County,MD 702 EBR,1972,Fair,18645,NA,9,16,State Highway Agency,State Highway Agency,18645 vehicles
39.32392778,-76.47848889,Baltimore County,MD 702 WBR,1972,Fair,19406,NA,9,16,State Highway Agency,State Highway Agency,19406 vehicles
39.28334167,-76.49010833,Baltimore County,MD 151,1971,Fair,15651,NA,8,15,State Highway Agency,State Highway Agency,15651 vehicles
39.38319167,-76.75691944,Baltimore County,MT. WILSON LANE,1973,Fair,1800,NA,11,15,State Highway Agency,State Highway Agency,1800 vehicles
39.31499863,-76.4916687,Baltimore County,MD 695 IL,1972,Fair,69922,NA,9,15,State Highway Agency,State Highway Agency,69922 vehicles
39.31499863,-76.4916687,Baltimore County,MD 695 OL,1972,Fair,69922,NA,9,15,State Highway Agency,State Highway Agency,69922 vehicles
39.32215556,-76.46239444,Baltimore County,MARLYN AVENUE,1973,Fair,7687,NA,2,17,State Highway Agency,State Highway Agency,7687 vehicles
39.22499847,-76.70333099,Baltimore County,IS 195 NBR,1972,Fair,41831,NA,10,16,State Highway Agency,State Highway Agency,41831 vehicles
39.22499847,-76.70333099,Baltimore County,IS 195 SBR,1972,Good,41831,NA,10,16,State Highway Agency,State Highway Agency,41831 vehicles
39.228803,-76.702131,Baltimore County,CEDAR AVENUE,1972,Fair,2664,NA,6,16,State Highway Agency,State Highway Agency,2664 vehicles
39.32166672,-76.48332977,Baltimore County,MD 695 OL,1972,Good,35900,NA,2,17,State Highway Agency,State Highway Agency,35900 vehicles
39.32500076,-76.47833252,Baltimore County,MD 695 OL,1972,Fair,69922,NA,10,16,State Highway Agency,State Highway Agency,69922 vehicles
39.32666779,-76.48000336,Baltimore County,MD 695 OL,1973,Fair,36361,NA,1,17,State Highway Agency,State Highway Agency,36361 vehicles
39.32500076,-76.48332977,Baltimore County,MD 695 IL,1973,Fair,36361,NA,3,15,State Highway Agency,State Highway Agency,36361 vehicles
39.32178889,-76.47918056,Baltimore County,MD 695 RAMP 4F,1973,Good,5141,NA,2,15,State Highway Agency,State Highway Agency,5141 vehicles
39.38179722,-76.50090278,Baltimore County,US 1,1971,Fair,35092,NA,5,16,State Highway Agency,State Highway Agency,35092 vehicles
39.2527771,-76.46111298,Baltimore County,MD 695 IL,1974,Fair,34762,NA,12,15,State Highway Agency,State Highway Agency,34762 vehicles
39.2527771,-76.46111298,Baltimore County,MD 695 OL,1974,Fair,34762,NA,12,15,State Highway Agency,State Highway Agency,34762 vehicles
39.24536944,-76.71565556,Baltimore County,MD 166 NBR,1975,Fair,11636,NA,6,15,State Highway Agency,State Highway Agency,11636 vehicles
39.24551667,-76.71640556,Baltimore County,MD 166 SBR,1975,Fair,9143,NA,5,15,State Highway Agency,State Highway Agency,9143 vehicles
39.24193889,-76.71462778,Baltimore County,SELFORD ROAD,1975,Fair,4011,NA,5,15,State Highway Agency,State Highway Agency,4011 vehicles
39.495036,-76.667217,Baltimore County,IS 83 NBR,1975,Fair,33380,NA,10,15,State Highway Agency,State Highway Agency,33380 vehicles
39.495011,-76.667517,Baltimore County,IS 83 SBR,1975,Fair,33380,NA,10,15,State Highway Agency,State Highway Agency,33380 vehicles
39.41105556,-76.40933611,Baltimore County,MD 7,1975,Fair,11470,NA,8,15,State Highway Agency,State Highway Agency,11470 vehicles
39.33166504,-76.48666382,Baltimore County,MD 695 RAMP F(4),1975,Fair,8094,429,10,15,State Highway Agency,State Highway Agency,8094 vehicles
39.46238056,-76.58239167,Baltimore County,MD 146,1976,Fair,18732,NA,3,15,State Highway Agency,State Highway Agency,18732 vehicles
39.64208889,-76.65793056,Baltimore County,MD 45,1930,Fair,5340,NA,11,15,State Highway Agency,State Highway Agency,5340 vehicles
39.42541111,-76.65354444,Baltimore County,MD 131,1979,Fair,9381,NA,6,16,State Highway Agency,State Highway Agency,9381 vehicles
39.42545556,-76.59665556,Baltimore County,MD 146,1979,Fair,16832,NA,6,15,State Highway Agency,State Highway Agency,16832 vehicles
39.37938889,-76.45766111,Baltimore County,MD 43,1979,Fair,53732,NA,9,16,State Highway Agency,State Highway Agency,53732 vehicles
39.25058611,-76.52268056,Baltimore County,MD 695A,1937,Fair,7360,NA,7,16,State Highway Agency,State Highway Agency,7360 vehicles
39.38333511,-76.75499725,Baltimore County,IS 795 NBR,1983,Fair,110982,NA,11,16,State Highway Agency,State Highway Agency,110982 vehicles
39.38333511,-76.75499725,Baltimore County,IS 795 SBR,1983,Fair,110982,NA,11,16,State Highway Agency,State Highway Agency,110982 vehicles
39.3983345,-76.75,Baltimore County,IS 795 RAMP B,1983,Fair,69900,0,2,15,State Highway Agency,State Highway Agency,69900 vehicles
39.3983345,-76.75,Baltimore County,IS 795 RAMP G,1983,Fair,37780,0,4,15,State Highway Agency,State Highway Agency,37780 vehicles
39.40000153,-76.75,Baltimore County,IS 795 RAMP G,1983,Fair,110982,NA,7,15,State Highway Agency,State Highway Agency,110982 vehicles
39.3983345,-76.75,Baltimore County,IS 695 RAMP G(1),1982,Fair,34582,NA,3,15,State Highway Agency,State Highway Agency,34582 vehicles
39.40166855,-76.75,Baltimore County,IS 795 RAMP B,1984,Good,23650,NA,7,15,State Highway Agency,State Highway Agency,23650 vehicles
39.40166855,-76.75,Baltimore County,IS 795 RAMP E,1984,Good,32012,NA,7,15,State Highway Agency,State Highway Agency,32012 vehicles
39.37833405,-76.75166321,Baltimore County,IS 795 NBR,1984,Fair,110982,NA,10,15,State Highway Agency,State Highway Agency,110982 vehicles
39.37833405,-76.75166321,Baltimore County,IS 795 SBR,1984,Fair,110982,NA,11,15,State Highway Agency,State Highway Agency,110982 vehicles
39.39666748,-76.75666809,Baltimore County,IS 795 NBR,1983,Fair,110982,NA,9,15,State Highway Agency,State Highway Agency,110982 vehicles
39.39666748,-76.75666809,Baltimore County,IS 795 SBR,1983,Fair,110982,NA,9,15,State Highway Agency,State Highway Agency,110982 vehicles
39.390864,-76.762508,Baltimore County,MCDONOGH ROAD,1983,Fair,13860,0,6,15,State Highway Agency,State Highway Agency,13860 vehicles
39.40000153,-76.76667023,Baltimore County,IS 795 NBR,1984,Fair,110982,NA,9,15,State Highway Agency,State Highway Agency,110982 vehicles
39.40000153,-76.76667023,Baltimore County,IS 795 SBR,1984,Fair,110982,NA,9,15,State Highway Agency,State Highway Agency,110982 vehicles
39.40333176,-76.76833344,Baltimore County,IS 795,1984,Fair,110982,NA,7,15,State Highway Agency,State Highway Agency,110982 vehicles
39.40166855,-76.76999664,Baltimore County,IS 795 NBR RAMP C,1985,Good,110982,NA,4,15,State Highway Agency,State Highway Agency,110982 vehicles
39.38999939,-76.76667023,Baltimore County,IS 795 SBR RAMP C,1985,Fair,110982,NA,4,15,State Highway Agency,State Highway Agency,110982 vehicles
39.40833282,-76.78333282,Baltimore County,IS 795 RAMP C(4),1986,Fair,15802,NA,6,15,State Highway Agency,State Highway Agency,15802 vehicles
39.40333176,-76.76833344,Baltimore County,IS 795,1984,Good,110982,NA,3,15,State Highway Agency,State Highway Agency,110982 vehicles
39.40833282,-76.78333282,Baltimore County,IS 795 NBR,1985,Good,68761,NA,11,16,State Highway Agency,State Highway Agency,68761 vehicles
39.40833282,-76.78333282,Baltimore County,IS 795 SBR,1985,Good,68761,NA,11,16,State Highway Agency,State Highway Agency,68761 vehicles
39.40833282,-76.78333282,Baltimore County,IS 795 RAMP 9 SB,1985,Good,7469,1176,11,16,State Highway Agency,State Highway Agency,7469 vehicles
39.40999985,-76.80999756,Baltimore County,IS 795 RAMP 7F,1985,Good,14234,NA,11,16,State Highway Agency,State Highway Agency,14234 vehicles
39.41333389,-76.79833221,Baltimore County,IS 795 RAMP 1C,1986,Good,18960,NA,3,15,State Highway Agency,State Highway Agency,18960 vehicles
39.41333389,-76.79666901,Baltimore County,IS 795 NBR,1985,Good,68761,NA,12,16,State Highway Agency,State Highway Agency,68761 vehicles
39.41333389,-76.79666901,Baltimore County,IS 795 SBR,1985,Good,68761,NA,12,16,State Highway Agency,State Highway Agency,68761 vehicles
39.40833282,-76.79166412,Baltimore County,IS 795 RAMP 9 SB,1985,Good,2633,NA,12,16,State Highway Agency,State Highway Agency,2633 vehicles
39.41333389,-76.79666901,Baltimore County,IS 795 RAMP 9 SB,1985,Good,7469,NA,6,15,State Highway Agency,State Highway Agency,7469 vehicles
39.41500092,-76.79499817,Baltimore County,IS 795 RAMP 1C,1985,Good,18960,NA,5,15,State Highway Agency,State Highway Agency,18960 vehicles
39.41775833,-76.77998056,Baltimore County,MD 940,1985,Fair,45921,NA,6,16,State Highway Agency,State Highway Agency,45921 vehicles
39.425525,-76.80595,Baltimore County,PLEASANT HILL ROAD,1985,Good,3435,NA,3,15,State Highway Agency,State Highway Agency,3435 vehicles
39.43333435,-76.8216629,Baltimore County,IS 795 NBR,1985,Good,68761,NA,11,16,State Highway Agency,State Highway Agency,68761 vehicles
39.43333435,-76.8216629,Baltimore County,IS 795 SBR,1985,Good,68761,NA,11,16,State Highway Agency,State Highway Agency,68761 vehicles
39.44166565,-76.83000183,Baltimore County,IS 795 NBR,1985,Good,55810,NA,11,16,State Highway Agency,State Highway Agency,55810 vehicles
39.44166565,-76.83000183,Baltimore County,IS 795 SBR,1985,Good,55810,NA,11,16,State Highway Agency,State Highway Agency,55810 vehicles
39.451497,-76.830856,Baltimore County,BERRYMANS LANE,1985,Good,3054,NA,3,15,State Highway Agency,State Highway Agency,3054 vehicles
39.458717,-76.835422,Baltimore County,STOCKSDALE AVENUE,1985,Good,299,NA,3,15,State Highway Agency,State Highway Agency,299 vehicles
39.44666672,-76.83499908,Baltimore County,IS 795 NBR,1985,Good,55810,NA,7,16,State Highway Agency,State Highway Agency,55810 vehicles
39.44666672,-76.83499908,Baltimore County,IS 795 SBR,1985,Good,55810,NA,7,16,State Highway Agency,State Highway Agency,55810 vehicles
39.41833496,-76.8033371,Baltimore County,IS 795,1985,Fair,55810,486,3,15,State Highway Agency,State Highway Agency,55810 vehicles
39.47000122,-76.85333252,Baltimore County,MD 140 SBR,1985,Fair,18840,NA,3,15,State Highway Agency,State Highway Agency,18840 vehicles
39.30926111,-76.45166944,Baltimore County,MD 702,1989,Good,25801,NA,5,16,State Highway Agency,State Highway Agency,25801 vehicles
39.22333145,-76.70333099,Baltimore County,IS 195 EBR,1987,Good,39015,NA,3,15,State Highway Agency,State Highway Agency,39015 vehicles
39.22333145,-76.70333099,Baltimore County,IS 195 WBR,1987,Good,39015,816,3,15,State Highway Agency,State Highway Agency,39015 vehicles
39.22333145,-76.70333099,Baltimore County,IS 195 EBR,1987,Good,41831,NA,5,15,State Highway Agency,State Highway Agency,41831 vehicles
39.22333145,-76.70333099,Baltimore County,IS 195 WBR,1987,Good,41831,NA,5,15,State Highway Agency,State Highway Agency,41831 vehicles
39.31224722,-76.73518056,Baltimore County,MD 122,1961,Fair,34910,290,3,16,State Highway Agency,State Highway Agency,34910 vehicles
39.37833405,-76.49666595,Baltimore County,US 1,1993,Good,35092,NA,4,15,State Highway Agency,State Highway Agency,35092 vehicles
39.379625,-76.495775,Baltimore County,MD 43,1991,Good,36232,NA,9,16,State Highway Agency,State Highway Agency,36232 vehicles
39.38333511,-76.46666718,Baltimore County,MD 43,1990,Fair,29352,NA,9,16,State Highway Agency,State Highway Agency,29352 vehicles
39.38166809,-76.51999664,Baltimore County,MD 43 EBR,1989,Good,35082,NA,11,15,State Highway Agency,State Highway Agency,35082 vehicles
39.2444458,-76.47777557,Baltimore County,MD 157,1957,Good,8161,769,2,15,State Highway Agency,State Highway Agency,8161 vehicles
39.23333359,-76.46499634,Baltimore County,MD 151 RAMP 8,1957,Fair,445,317,5,16,Private (other than railroad),State Highway Agency,445 vehicles
39.23609722,-76.46509722,Baltimore County,MD 151B,1957,Poor,3470,980,12,16,Private (other than railroad),State Highway Agency,3470 vehicles
39.47333333,-76.65601111,Baltimore County,MD 943,1993,Good,25470,NA,8,16,State Highway Agency,State Highway Agency,25470 vehicles
39.47359167,-76.655875,Baltimore County,MD 943,1993,Good,25470,NA,8,16,State Highway Agency,State Highway Agency,25470 vehicles
39.47166824,-76.66000366,Baltimore County,IS 83 RAMP 7D,1991,Good,15300,NA,1,16,State Highway Agency,State Highway Agency,15300 vehicles
39.42278611,-76.63236667,Baltimore County,MD 131,1992,Good,12051,NA,12,15,State Highway Agency,State Highway Agency,12051 vehicles
39.58399167,-76.59579167,Baltimore County,MD 138,1985,Fair,4031,NA,12,15,State Highway Agency,State Highway Agency,4031 vehicles
39.40833282,-76.78166962,Baltimore County,IS 795 & RAMP 4,1983,Fair,110982,NA,1,17,State Highway Agency,State Highway Agency,110982 vehicles
39.45500183,-76.64666748,Baltimore County,IS 83 RAMP 6,1983,Good,10000,NA,12,15,State Highway Agency,State Highway Agency,10000 vehicles
39.47208889,-76.63985556,Baltimore County,MD 45,1989,Fair,27510,NA,6,15,State Highway Agency,State Highway Agency,27510 vehicles
39.26166534,-76.70500183,Baltimore County,IS 695 & RPS 4 & 6,1956,Fair,192180,NA,11,15,State Highway Agency,State Highway Agency,192180 vehicles
39.24666595,-76.48833466,Baltimore County,MD 157 (PENINSULA,1960,Good,8161,NA,3,15,State Highway Agency,State Highway Agency,8161 vehicles
39.23666763,-76.44166565,Baltimore County,MD 158,1976,Fair,12161,NA,9,15,State Highway Agency,State Highway Agency,12161 vehicles
39.24166489,-76.45833588,Baltimore County,MD 158,1995,Good,12161,NA,9,15,State Highway Agency,State Highway Agency,12161 vehicles
39.37405278,-76.43874722,Baltimore County,MD 43 RAMP 3,1996,Good,7440,NA,8,15,State Highway Agency,State Highway Agency,7440 vehicles
39.24499893,-76.45833588,Baltimore County,MD 695,1995,Good,21732,NA,8,15,State Highway Agency,State Highway Agency,21732 vehicles
39.37166595,-76.43166351,Baltimore County,MD 43,2004,Good,13012,NA,6,16,State Highway Agency,State Highway Agency,13012 vehicles
39.36500168,-76.42500305,Baltimore County,MD 43,2005,Good,13012,NA,5,16,State Highway Agency,State Highway Agency,13012 vehicles
39.375,-76.46666718,Baltimore County,MD 43,2005,Good,13012,NA,5,16,State Highway Agency,State Highway Agency,13012 vehicles
39.35751667,-76.40825556,Baltimore County,MD 43,2005,Good,16200,NA,8,16,State Highway Agency,State Highway Agency,16200 vehicles
39.5,-76.62333679,Baltimore County,MD 145 (PAPER MILL,2000,Good,10100,NA,4,16,State Highway Agency,State Highway Agency,10100 vehicles
39.45555496,-76.39167023,Baltimore County,VINEGAR HILL ROAD,1894,Fair,500,12,5,15,County Highway Agency,County Highway Agency,500 vehicles
39.61712265,-76.6218338,Baltimore County,BACON ROAD,1990,Fair,200,422,5,15,County Highway Agency,County Highway Agency,200 vehicles
39.459581,-76.387403,Baltimore County,JERICHO ROAD,1865,Good,500,222,4,16,County Highway Agency,County Highway Agency,500 vehicles
39.4625206,-76.39183044,Baltimore County,JERUSALEM ROAD,1993,Good,2300,NA,1,16,County Highway Agency,County Highway Agency,2300 vehicles
39.50437927,-76.42987061,Baltimore County,BOTTOM ROAD,1886,Fair,200,NA,10,15,County Highway Agency,County Highway Agency,200 vehicles
39.62299347,-76.62985992,Baltimore County,WISEBURG ROAD,1926,Fair,1600,NA,11,15,County Highway Agency,County Highway Agency,1600 vehicles
39.557797,-76.531958,Baltimore County,HESS ROAD,1978,Good,2800,410,11,15,County Highway Agency,County Highway Agency,2800 vehicles
39.57500076,-76.54444122,Baltimore County,POCOCK ROAD,1978,Fair,200,NA,5,16,County Highway Agency,County Highway Agency,200 vehicles
39.58333206,-76.6166687,Baltimore County,MONKTON ROAD,1976,Fair,2000,NA,5,15,County Highway Agency,County Highway Agency,2000 vehicles
39.58769989,-76.54720306,Baltimore County,HOUCKS MILL ROAD,1989,Fair,500,NA,1,16,County Highway Agency,County Highway Agency,500 vehicles
39.57860947,-76.6182251,Baltimore County,MONKTON ROAD,1975,Fair,3200,NA,6,15,County Highway Agency,County Highway Agency,3200 vehicles
39.57551956,-76.61182404,Baltimore County,FALLS ROAD,1988,Fair,1000,NA,5,15,County Highway Agency,County Highway Agency,1000 vehicles
39.53333282,-76.6166687,Baltimore County,CARROLL RD,1879,Fair,1700,19,12,15,County Highway Agency,County Highway Agency,1700 vehicles
39.54000092,-76.63833618,Baltimore County,SPARKS ROAD,1888,Fair,1100,NA,2,16,County Highway Agency,County Highway Agency,1100 vehicles
39.54977036,-76.63621521,Baltimore County,GLENCOE ROAD,1976,Fair,300,15,1,16,County Highway Agency,County Highway Agency,300 vehicles
39.59937668,-76.62652588,Baltimore County,BLUE MOUNT ROAD,1989,Fair,350,NA,5,15,County Highway Agency,County Highway Agency,350 vehicles
39.60277939,-76.625,Baltimore County,BLUE MOUNT ROAD,1995,Fair,800,NA,5,15,County Highway Agency,County Highway Agency,800 vehicles
39.6089592,-76.6199646,Baltimore County,HICKS ROAD,1988,Fair,2300,10,1,16,County Highway Agency,County Highway Agency,2300 vehicles
39.63333511,-76.6361084,Baltimore County,WISEBURG ROAD,1988,Fair,1600,NA,5,15,County Highway Agency,County Highway Agency,1600 vehicles
39.62250137,-76.6182251,Baltimore County,HUNTER MILL ROAD,1988,Fair,300,NA,5,15,County Highway Agency,County Highway Agency,300 vehicles
39.61709595,-76.62960815,Baltimore County,BIG FALLS ROAD,1986,Good,1200,NA,6,15,County Highway Agency,County Highway Agency,1200 vehicles
39.7060051,-76.58737946,Baltimore County,WEST LIBERTY ROAD,1992,Good,300,NA,5,15,County Highway Agency,County Highway Agency,300 vehicles
39.70698166,-76.58860779,Baltimore County,BOND ROAD,1988,Fair,700,NA,5,15,County Highway Agency,County Highway Agency,700 vehicles
39.50999832,-76.67666626,Baltimore County,WESTERN RUN ROAD,1988,Fair,1100,26,9,15,County Highway Agency,County Highway Agency,1100 vehicles
39.52628708,-76.7155838,Baltimore County,CUBA ROAD,1893,Fair,3082,0,8,16,County Highway Agency,County Highway Agency,3082 vehicles
39.53395462,-76.72537231,Baltimore County,WESTERN RUN ROAD,1974,Fair,1200,NA,4,15,County Highway Agency,County Highway Agency,1200 vehicles
39.55452728,-76.66488647,Baltimore County,ENSOR MILL ROAD,1978,Fair,1100,NA,12,15,County Highway Agency,County Highway Agency,1100 vehicles
39.6585083,-76.6709671,Baltimore County,WALKER ROAD,1915,Poor,300,52,4,15,County Highway Agency,County Highway Agency,300 vehicles
39.64604568,-76.66162109,Baltimore County,DAIRY ROAD,1900,Fair,500,NA,5,15,County Highway Agency,County Highway Agency,500 vehicles
39.65865326,-76.6641922,Baltimore County,STABLERS CHURCH RO,1975,Fair,400,NA,4,15,County Highway Agency,County Highway Agency,400 vehicles
39.6595459,-76.6665802,Baltimore County,STABLERS CHURCH RD,1975,Fair,600,NA,4,15,County Highway Agency,County Highway Agency,600 vehicles
39.6904335,-76.71048737,Baltimore County,FREELAND ROAD,1986,Fair,1400,NA,5,15,County Highway Agency,County Highway Agency,1400 vehicles
39.45058823,-76.47492981,Baltimore County,HARTLEY MILL ROAD,1975,Fair,300,NA,12,15,County Highway Agency,County Highway Agency,300 vehicles
39.45333481,-76.47833252,Baltimore County,HILLRISE AVENUE,1989,Good,100,NA,9,15,County Highway Agency,County Highway Agency,100 vehicles
39.45500183,-76.48000336,Baltimore County,HARTLEY MILL RD,1988,Fair,1700,1584,9,15,County Highway Agency,County Highway Agency,1700 vehicles
39.47000122,-76.4916687,Baltimore County,LONG GREEN ROAD,1970,Fair,1100,NA,9,15,County Highway Agency,County Highway Agency,1100 vehicles
39.50457001,-76.74263,Baltimore County,MANTUA MILL ROAD,1930,Fair,300,NA,6,15,County Highway Agency,County Highway Agency,300 vehicles
39.6194458,-76.68333435,Baltimore County,MASEMORE RD,1898,Fair,200,14,1,16,County Highway Agency,County Highway Agency,200 vehicles
39.61914825,-76.69036865,Baltimore County,FALLS ROAD,1884,Fair,300,NA,5,15,County Highway Agency,County Highway Agency,300 vehicles
39.61611938,-76.79293823,Baltimore County,GUNPOWDER ROAD,2010,Good,1000,NA,8,16,County Highway Agency,County Highway Agency,1000 vehicles
39.61000443,-76.68442535,Baltimore County,MASEMORE ROAD,1910,Fair,700,774,12,15,County Highway Agency,County Highway Agency,700 vehicles
39.364811,-76.884594,Baltimore County,MARRIOTTSVILLE RD,1976,Fair,4900,NA,10,15,County Highway Agency,County Highway Agency,4900 vehicles
39.29999924,-76.78333282,Baltimore County,HOLLIFIELD ROAD,1934,Fair,8100,NA,1,16,County Highway Agency,County Highway Agency,8100 vehicles
39.26666641,-76.78333282,Baltimore County,WESTCHESTER AVENUE,1900,Fair,500,NA,1,16,County Highway Agency,County Highway Agency,500 vehicles
39.25127411,-76.7637558,Baltimore County,ILCHESTER ROAD,1955,Fair,2000,NA,11,15,County Highway Agency,County Highway Agency,2000 vehicles
39.33166504,-76.47666931,Baltimore County,RACE ROAD,1929,Fair,1700,NA,11,15,County Highway Agency,County Highway Agency,1700 vehicles
39.3519249,-76.73623657,Baltimore County,BUCKINGHAM ROAD,1972,Fair,1600,NA,11,15,County Highway Agency,County Highway Agency,1600 vehicles
39.34634018,-76.73423004,Baltimore County,ESSEX ROAD,1963,Fair,7700,NA,10,15,County Highway Agency,County Highway Agency,7700 vehicles
39.3116684,-76.71666718,Baltimore County,KERNAN DRIVE,1948,Fair,9000,NA,6,15,County Highway Agency,County Highway Agency,9000 vehicles
39.40917969,-76.6453476,Baltimore County,JOPPA ROAD,1986,Fair,17000,NA,10,15,County Highway Agency,County Highway Agency,17000 vehicles
39.55683899,-76.79436493,Baltimore County,MOUNT ZION ROAD,2011,Good,200,NA,9,15,County Highway Agency,County Highway Agency,200 vehicles
39.56684494,-76.81535339,Baltimore County,DARK HOLLOW ROAD,1925,Fair,300,NA,5,16,County Highway Agency,County Highway Agency,300 vehicles
39.57083511,-76.8208313,Baltimore County,TRENTON ROAD,1927,Good,1524,NA,11,15,County Highway Agency,County Highway Agency,1524 vehicles
39.57193756,-76.820755,Baltimore County,TRENTON ROAD,1970,Good,970,NA,6,15,County Highway Agency,County Highway Agency,970 vehicles
39.56893158,-76.74446869,Baltimore County,BENSON MILL ROAD,2001,Good,200,NA,11,15,County Highway Agency,County Highway Agency,200 vehicles
39.58060455,-76.75858307,Baltimore County,GORSUCH MILL RD,1979,Poor,2300,545,6,16,County Highway Agency,County Highway Agency,2300 vehicles
39.31499863,-76.79333496,Baltimore County,DOGWOOD ROAD,1929,Poor,2200,NA,9,15,County Highway Agency,County Highway Agency,2200 vehicles
39.60833359,-76.63500214,Baltimore County,BIG FALLS ROAD,2008,Good,1070,NA,6,15,County Highway Agency,County Highway Agency,1070 vehicles
39.47222137,-76.46666718,Baltimore County,GLEN ARM ROAD,1976,Fair,9800,NA,5,15,County Highway Agency,County Highway Agency,9800 vehicles
39.425354,-76.52906036,Baltimore County,GLEN ARM ROAD,1924,Good,15650,NA,10,15,County Highway Agency,County Highway Agency,15650 vehicles
39.36000061,-76.74500275,Baltimore County,MILFORD MILL RD,1983,Good,21300,NA,6,15,County Highway Agency,County Highway Agency,21300 vehicles
39.29586792,-76.46009064,Baltimore County,MARLYN AVENUE,2008,Good,9100,0,8,15,County Highway Agency,County Highway Agency,9100 vehicles
39.34584045,-76.39431763,Baltimore County,EARLS ROAD,2000,Good,3515,NA,5,15,County Highway Agency,County Highway Agency,3515 vehicles
39.26666641,-76.48332977,Baltimore County,WISE AVENUE,1948,Fair,11400,NA,2,16,County Highway Agency,County Highway Agency,11400 vehicles
39.3777771,-76.56666565,Baltimore County,OAKLEIGH ROAD,1953,Fair,7500,NA,9,15,County Highway Agency,County Highway Agency,7500 vehicles
39.39805603,-76.64519501,Baltimore County,RUXTON ROAD,1960,Fair,7960,NA,2,16,County Highway Agency,County Highway Agency,7960 vehicles
39.3983345,-76.64888763,Baltimore County,CIRCLE ROAD,1988,Fair,1200,NA,4,15,County Highway Agency,County Highway Agency,1200 vehicles
39.41489029,-76.64646149,Baltimore County,ESSEX FARM ROAD,1959,Fair,300,NA,11,15,County Highway Agency,County Highway Agency,300 vehicles
39.41666794,-76.65833282,Baltimore County,THORNTON ROAD,1923,Fair,5800,NA,9,15,County Highway Agency,County Highway Agency,5800 vehicles
39.4091568,-76.64848328,Baltimore County,JOPPA RD,1970,Fair,13600,NA,12,15,County Highway Agency,County Highway Agency,13600 vehicles
39.45541763,-76.63909149,Baltimore County,PADONIA ROAD,1961,Fair,35000,NA,3,16,County Highway Agency,County Highway Agency,35000 vehicles
39.47999954,-76.65499878,Baltimore County,BEAVER DAM ROAD,1976,Fair,30000,25,8,15,County Highway Agency,County Highway Agency,30000 vehicles
39.49499893,-76.68166351,Baltimore County,BEAVER DAM ROAD,1952,Fair,3900,NA,9,15,County Highway Agency,County Highway Agency,3900 vehicles
39.47003555,-76.54147339,Baltimore County,WINDEMERE PARKWAY,1959,Fair,500,NA,1,16,County Highway Agency,County Highway Agency,500 vehicles
39.48333359,-76.48999786,Baltimore County,HYDES ROAD,1952,Fair,5400,NA,9,15,County Highway Agency,County Highway Agency,5400 vehicles
39.3133316,-76.72499847,Baltimore County,LITTLE CREEK DRIVE,1952,Fair,700,NA,7,15,County Highway Agency,County Highway Agency,700 vehicles
39.30333328,-76.71166992,Baltimore County,INGLESIDE AVE (OLD,1928,Fair,7100,1027,11,15,County Highway Agency,County Highway Agency,7100 vehicles
39.30333328,-76.71166992,Baltimore County,FOREST PARK AVENUE,1963,Fair,24300,NA,11,15,County Highway Agency,County Highway Agency,24300 vehicles
39.25201797,-76.70303345,Baltimore County,SHELBOURNE ROAD,1920,Fair,3000,NA,10,15,County Highway Agency,County Highway Agency,3000 vehicles
39.25276184,-76.66351318,Baltimore County,HAMMONDS FERRY RD,1961,Poor,8000,551,10,15,County Highway Agency,County Highway Agency,8000 vehicles
39.35555649,-76.72499847,Baltimore County,PATTERSON AVENUE,1960,Fair,20000,NA,11,15,County Highway Agency,County Highway Agency,20000 vehicles
39.41166687,-76.77833557,Baltimore County,PAINTERS MILL ROAD,1954,Good,44000,4290,7,15,County Highway Agency,County Highway Agency,44000 vehicles
39.64660263,-76.65309143,Baltimore County,STABLERSVILLE ROAD,1950,Fair,600,NA,5,15,County Highway Agency,County Highway Agency,600 vehicles
39.32666779,-76.51166534,Baltimore County,SELING AVENUE,1955,Fair,6000,NA,6,15,County Highway Agency,County Highway Agency,6000 vehicles
39.31666565,-76.51667023,Baltimore County,CHESACO AVENUE,1957,Fair,7600,NA,5,15,County Highway Agency,County Highway Agency,7600 vehicles
39.40499878,-76.64833069,Baltimore County,ROLAND AVENUE,1942,Good,300,NA,9,15,County Highway Agency,County Highway Agency,300 vehicles
39.3694458,-76.77500153,Baltimore County,OLD COURT ROAD,1964,Fair,15000,NA,11,15,County Highway Agency,County Highway Agency,15000 vehicles
39.32943344,-76.47394562,Baltimore County,GOLDEN RING ROAD,1933,Poor,3700,NA,10,16,County Highway Agency,County Highway Agency,3700 vehicles
39.37833405,-76.42500305,Baltimore County,EBENEZER ROAD,1988,Good,14400,NA,6,15,County Highway Agency,County Highway Agency,14400 vehicles
