lat,long,county,carries,yr_built,bridge_condition,avg_daily_traffic,total_improve_cost_thousands,inspection_mo,inspection_yr,owner,responsibility,vehicles
39.30121111,-76.55085833,Baltimore City,ERDMAN AVENUE,1985,Fair,18700,112,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18700 vehicles
39.28738056,-76.56041111,Baltimore City,JANNEY STREET,1930,Fair,33900,26,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,33900 vehicles
39.30189133,-76.57273102,Baltimore City,EDISON HIGHWAY,1931,Poor,16970,103,6,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16970 vehicles
39.29155,-76.56187222,Baltimore City,LOMBARD STREET,1900,Fair,8900,37,9,16,City or Municipal Highway Agency,City or Municipal Highway Agency,8900 vehicles
39.30525,-76.537908,Baltimore City,PULASKI HIGHWAY,1921,Poor,58858,146,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,58858 vehicles
39.31809722,-76.55491389,Baltimore City,SINCLAIR LANE,1958,Fair,37800,184,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,37800 vehicles
39.32762146,-76.53379822,Baltimore City,SINCLAIR LANE,1962,Fair,18265,151,5,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18265 vehicles
39.33672333,-76.53939056,Baltimore City,HAMILTON AVENUE,1964,Fair,4563,35,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,4563 vehicles
39.31349945,-76.54350281,Baltimore City,MORAVIA ROAD,1966,Fair,25077,22,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,25077 vehicles
39.323333,-76.53,Baltimore City,PULASKI HIGHWAY,1971,Good,45410,2,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,45410 vehicles
39.29166794,-76.55000305,Baltimore City,LOMBARD STREET VIA,1991,Fair,30700,133,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,30700 vehicles
39.33166504,-76.57666779,Baltimore City,BELAIR ROAD,1925,Fair,2351,51,8,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2351 vehicles
39.28060532,-76.56276703,Baltimore City,ODONNELL STREET,1999,Good,25970,NA,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,25970 vehicles
39.28223801,-76.55473328,Baltimore City,PONCA STREET,1973,Fair,2198,128,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2198 vehicles
39.33024597,-76.53504181,Baltimore City,RADECKE AVENUE,1930,Poor,10737,138,5,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10737 vehicles
39.276717,-76.625133,Baltimore City,RUSSELL STREET VIA,1951,Poor,69930,3007,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,69930 vehicles
39.27084732,-76.63162994,Baltimore City,RUSSELL STREET,2007,Fair,13000,3892,6,16,City or Municipal Highway Agency,City or Municipal Highway Agency,13000 vehicles
39.26730728,-76.63486481,Baltimore City,RUSSELL STREET,1963,Poor,46276,353,7,16,City or Municipal Highway Agency,City or Municipal Highway Agency,46276 vehicles
39.26637778,-76.613175,Baltimore City,MCCOMAS STREET,1981,Fair,1902,111,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1902 vehicles
39.27666855,-76.66166687,Baltimore City,WILKENS AVENUE,1936,Poor,35470,74,12,15,City or Municipal Highway Agency,City or Municipal Highway Agency,35470 vehicles
39.27109909,-76.67948914,Baltimore City,WILKENS AVE,1991,Good,9264,20,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,9264 vehicles
39.250194,-76.642469,Baltimore City,PATAPSCO AVENUE,1994,Good,3800,27,6,16,City or Municipal Highway Agency,City or Municipal Highway Agency,3800 vehicles
39.25566864,-76.65917206,Baltimore City,PATAPSCO AVENUE,1962,Fair,12100,75,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,12100 vehicles
39.23984528,-76.6137619,Baltimore City,PATAPSCO AVENUE EB,1961,Fair,23835,393,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23835 vehicles
39.23968887,-76.6138382,Baltimore City,PATAPSCO AVENUE WB,1961,Fair,44115,433,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,44115 vehicles
39.205367,-76.570319,Baltimore City,HAWKINS POINT ROAD,1930,Poor,14142,331,9,16,City or Municipal Highway Agency,City or Municipal Highway Agency,14142 vehicles
39.26688766,-76.61477661,Baltimore City,HANOVER STREET,1929,Fair,23800,139,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23800 vehicles
39.26095963,-76.61510468,Baltimore City,HANOVER STREET,1916,Poor,14220,769,3,16,City or Municipal Highway Agency,City or Municipal Highway Agency,14220 vehicles
39.24640656,-76.61097717,Baltimore City,HANOVER STREET,1973,Fair,23600,107,7,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23600 vehicles
39.265314,-76.614753,Baltimore City,HANOVER STREET,1900,Poor,23840,486,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,23840 vehicles
39.28057098,-76.6722641,Baltimore City,HILTON STREET,1955,Fair,27530,12,11,16,City or Municipal Highway Agency,City or Municipal Highway Agency,27530 vehicles
39.26996231,-76.63523865,Baltimore City,MONROE STREET VIAD,1955,Good,12000,12,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,12000 vehicles
39.27908325,-76.64629364,Baltimore City,MONROE STREET,1993,Fair,16442,22,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16442 vehicles
39.21346283,-76.58731079,Baltimore City,PENNINGTON AVENUE,1986,Fair,13500,13,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,13500 vehicles
39.21424103,-76.58766174,Baltimore City,PENNINGTON AVENUE,1986,Fair,13500,20,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,13500 vehicles
39.20833206,-76.58000183,Baltimore City,PENNINGTON AVENUE,1976,Fair,13500,180,5,16,City or Municipal Highway Agency,City or Municipal Highway Agency,13500 vehicles
39.24783707,-76.61361694,Baltimore City,POTEE STREET,2005,Good,14000,66,7,16,City or Municipal Highway Agency,City or Municipal Highway Agency,14000 vehicles
39.27114868,-76.67912292,Baltimore City,WILKENS AVENUE,1928,Fair,16520,30,8,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16520 vehicles
39.26837158,-76.6353302,Baltimore City,MONROE STREET RAMP,1963,Poor,16520,188,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16520 vehicles
39.20833206,-76.58000183,Baltimore City,RELOCATED MONROE S,1975,Fair,19110,53,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,19110 vehicles
39.27228546,-76.62979126,Baltimore City,RUSSELL AND BUSH S,1910,Fair,2125,543,8,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2125 vehicles
39.25310516,-76.63899231,Baltimore City,ANNAPOLIS ROAD,1919,Poor,16650,1825,7,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16650 vehicles
39.26064722,-76.63589444,Baltimore City,WATERVIEW AVE,1950,Poor,19170,179,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,19170 vehicles
39.26008333,-76.63535556,Baltimore City,WATERVIEW AVENUE,1950,Poor,18981,65,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18981 vehicles
39.27104568,-76.59986877,Baltimore City,FORT AVENUE,1930,Fair,12140,41,5,16,City or Municipal Highway Agency,City or Municipal Highway Agency,12140 vehicles
39.26688766,-76.58791351,Baltimore City,FORT AVENUE,1923,Fair,2755,145,1,17,City or Municipal Highway Agency,City or Municipal Highway Agency,2755 vehicles
39.33499908,-76.61166382,Baltimore City,EAGER STREET,1900,Fair,1695,23,8,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1695 vehicles
39.27030563,-76.63527679,Baltimore City,RUSSELL ST. SB RAM,2006,Good,13300,376,12,15,City or Municipal Highway Agency,City or Municipal Highway Agency,13300 vehicles
39.27007222,-76.63560833,Baltimore City,MONROE ST RAMP EB,2006,Good,13300,273,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,13300 vehicles
39.36556244,-76.59929657,Baltimore City,NORTHERN PARKWAY,1974,Fair,16151,50,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,16151 vehicles
39.37060556,-76.58321667,Baltimore City,LOCH RAVEN BOULEVA,1930,Fair,8000,42,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,8000 vehicles
39.2761116,-76.66210938,Baltimore City,DUKELAND STREET,1950,Fair,9700,6,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,9700 vehicles
39.30285645,-76.63558197,Baltimore City,ARGYLE AVENUE,1900,Fair,3290,82,1,17,City or Municipal Highway Agency,City or Municipal Highway Agency,3290 vehicles
39.30243301,-76.64453888,Baltimore City,MOUNT STREET,1997,Good,2813,2,1,17,City or Municipal Highway Agency,City or Municipal Highway Agency,2813 vehicles
39.32463837,-76.64382172,Baltimore City,NORTH VINCENT STRE,1920,Fair,2813,106,1,17,City or Municipal Highway Agency,City or Municipal Highway Agency,2813 vehicles
39.32826233,-76.62303162,Baltimore City,SAN MARTIN DRIVE,1930,Poor,2034,61,3,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2034 vehicles
39.28244167,-76.59897778,Baltimore City,LANCASTER ST. AT C,1985,Fair,5650,7,6,16,City or Municipal Highway Agency,City or Municipal Highway Agency,5650 vehicles
39.28328056,-76.59903611,Baltimore City,ALICEANNA ST. AT C,1920,Fair,28785,26,6,16,City or Municipal Highway Agency,City or Municipal Highway Agency,28785 vehicles
39.28430278,-76.59911944,Baltimore City,FLEET ST. AT CENTR,1920,Fair,6020,27,6,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6020 vehicles
39.26980591,-76.59638977,Baltimore City,FORT AVE,1920,Good,12359,33,9,16,City or Municipal Highway Agency,City or Municipal Highway Agency,12359 vehicles
39.3146,-76.57321389,Baltimore City,SINCLAIR LANE,2014,Good,28200,343,8,15,City or Municipal Highway Agency,City or Municipal Highway Agency,28200 vehicles
39.31707001,-76.594841,Baltimore City,HARFORD ROAD,1900,Poor,10713,95,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10713 vehicles
39.31927872,-76.60936737,Baltimore City,GREENMOUNT AVENUE,1914,Poor,10713,48,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10713 vehicles
39.31921005,-76.612854,Baltimore City,GUILFORD AVENUE,1914,Fair,6197,50,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6197 vehicles
39.31843948,-76.62078094,Baltimore City,HUNTINGTON AVENUE,1900,Fair,10312,82,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,10312 vehicles
39.31697464,-76.62324524,Baltimore City,SISSON STREET,1914,Poor,6500,983,12,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6500 vehicles
39.27364349,-76.62648773,Baltimore City,WYMAN PARK DRIVE,1920,Fair,1115,7,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1115 vehicles
39.27862167,-76.68565369,Baltimore City,YALE AVENUE,1950,Fair,1204,43,5,16,City or Municipal Highway Agency,City or Municipal Highway Agency,1204 vehicles
39.2656517,-76.65351105,Baltimore City,WASHINGTON BOULEVA,1979,Good,18000,98,10,16,City or Municipal Highway Agency,City or Municipal Highway Agency,18000 vehicles
39.28076553,-76.67176819,Baltimore City,FREDERICK AVENUE,1925,Fair,2102,7,7,16,City or Municipal Highway Agency,City or Municipal Highway Agency,2102 vehicles
39.27897644,-76.62114716,Baltimore City,HAMBURG STREET,1991,Good,6261,121,4,16,City or Municipal Highway Agency,City or Municipal Highway Agency,6261 vehicles
39.2759819,-76.62294769,Baltimore City,WEST OSTEND STREET,1993,Good,7463,47,5,16,City or Municipal Highway Agency,City or Municipal Highway Agency,7463 vehicles
39.30166626,-76.64666748,Baltimore City,FULTON AVENUE,1936,Fair,22016,81,1,17,City or Municipal Highway Agency,City or Municipal Highway Agency,22016 vehicles
39.26666641,-76.66666412,Baltimore City,CATON AVENUE,1971,Fair,21223,NA,3,16,State Toll Authority,State Toll Authority,21223 vehicles
39.26833344,-76.66000366,Baltimore City,I-95 NB COLLECTOR,1976,Fair,9979,NA,9,15,State Toll Authority,State Toll Authority,9979 vehicles
39.26833344,-76.66000366,Baltimore City,IS 95 SB COLLECTOR,1976,Fair,7980,NA,9,15,State Toll Authority,State Toll Authority,7980 vehicles
39.26833344,-76.66000366,Baltimore City,IS 95,1976,Good,86630,NA,10,16,State Toll Authority,State Toll Authority,86630 vehicles
39.27166748,-76.65499878,Baltimore City,IS 95 NB,1976,Fair,98872,NA,3,16,State Toll Authority,State Toll Authority,98872 vehicles
39.27166748,-76.65499878,Baltimore City,IS 95 SB,1976,Fair,96320,NA,10,15,State Toll Authority,State Toll Authority,96320 vehicles
39.27000046,-76.65499878,Baltimore City,IS 95 NB COLLECTOR,1980,Fair,96320,6501,11,15,State Toll Authority,State Toll Authority,96320 vehicles
39.27166748,-76.64833069,Baltimore City,IS 95 RAMP F,1982,Fair,6088,NA,9,15,State Toll Authority,State Toll Authority,6088 vehicles
39.27166748,-76.64833069,Baltimore City,IS 95,1977,Fair,99660,NA,10,15,State Toll Authority,State Toll Authority,99660 vehicles
39.27000046,-76.65000153,Baltimore City,IS 95 NB C/D ROAD,1977,Fair,9829,NA,10,15,State Toll Authority,State Toll Authority,9829 vehicles
39.27000046,-76.63666534,Baltimore City,IS 95 NB,1982,Fair,93971,NA,12,15,State Toll Authority,State Toll Authority,93971 vehicles
39.27000046,-76.63833618,Baltimore City,IS 95 SB,1978,Fair,108095,NA,12,15,State Toll Authority,State Toll Authority,108095 vehicles
39.26833344,-76.63166809,Baltimore City,IS 95 RAMP A,1976,Fair,3289,NA,10,15,State Toll Authority,State Toll Authority,3289 vehicles
39.27000046,-76.6333313,Baltimore City,IS 95 RAMP B,1978,Fair,13330,NA,9,15,State Toll Authority,State Toll Authority,13330 vehicles
39.27000046,-76.6333313,Baltimore City,IS 95 NB,1982,Fair,90882,NA,2,16,State Toll Authority,State Toll Authority,90882 vehicles
39.27000046,-76.6333313,Baltimore City,IS 95 SB,1977,Fair,94765,15785,2,16,State Toll Authority,State Toll Authority,94765 vehicles
39.26833344,-76.63166809,Baltimore City,IS 95 RAMP C,1977,Fair,6079,NA,9,15,State Toll Authority,State Toll Authority,6079 vehicles
39.27000046,-76.63166809,Baltimore City,IS 95 RAMP D,1977,Fair,7000,NA,2,16,State Toll Authority,State Toll Authority,7000 vehicles
39.26833344,-76.62833405,Baltimore City,IS 95 NB,1977,Fair,96761,NA,11,15,State Toll Authority,State Toll Authority,96761 vehicles
39.26833344,-76.62833405,Baltimore City,IS 95 SB,1977,Fair,105104,NA,11,16,State Toll Authority,State Toll Authority,105104 vehicles
39.26833344,-76.62833405,Baltimore City,IS 95 RAMP C,1977,Fair,6079,NA,9,15,State Toll Authority,State Toll Authority,6079 vehicles
39.26833344,-76.62833405,Baltimore City,IS 95 RAMP D,1977,Fair,10339,NA,2,16,State Toll Authority,State Toll Authority,10339 vehicles
39.26833344,-76.62333679,Baltimore City,IS 95 RAMP H,1979,Fair,39332,NA,12,15,State Toll Authority,State Toll Authority,39332 vehicles
39.26833344,-76.62333679,Baltimore City,IS 95 RAMP G,1977,Fair,39332,NA,2,16,State Toll Authority,State Toll Authority,39332 vehicles
39.26666641,-76.62166595,Baltimore City,IS 95 NB,1979,Fair,71893,NA,9,15,State Toll Authority,State Toll Authority,71893 vehicles
39.26666641,-76.62333679,Baltimore City,IS 95 SB,1979,Fair,81876,NA,11,15,State Toll Authority,State Toll Authority,81876 vehicles
39.26666641,-76.625,Baltimore City,IS 95 RAMP C,1980,Fair,6079,NA,10,15,State Toll Authority,State Toll Authority,6079 vehicles
39.26833344,-76.625,Baltimore City,IS 95 RAMP D,1979,Fair,10399,NA,12,15,State Toll Authority,State Toll Authority,10399 vehicles
39.26666641,-76.61499786,Baltimore City,IS 95 NB,1979,Fair,71893,NA,2,16,State Toll Authority,State Toll Authority,71893 vehicles
39.26666641,-76.61499786,Baltimore City,IS 95 SB,1979,Fair,81876,NA,2,16,State Toll Authority,State Toll Authority,81876 vehicles
39.26833344,-76.61499786,Baltimore City,IS 95 RAMP J,1979,Fair,16340,NA,2,16,State Toll Authority,State Toll Authority,16340 vehicles
39.26499939,-76.61499786,Baltimore City,IS 95 RAMP K,1979,Fair,9418,NA,3,16,State Toll Authority,State Toll Authority,9418 vehicles
39.26666641,-76.60832977,Baltimore City,IS 95 NB,1982,Fair,62475,NA,3,16,State Toll Authority,State Toll Authority,62475 vehicles
39.26666641,-76.60832977,Baltimore City,IS 95 SB,1982,Fair,65536,NA,3,16,State Toll Authority,State Toll Authority,65536 vehicles
39.26499939,-76.61499786,Baltimore City,IS 95 RAMP B,1982,Fair,5836,NA,1,16,State Toll Authority,State Toll Authority,5836 vehicles
39.26666641,-76.60832977,Baltimore City,IS 95 RAMP A,1978,Fair,6061,NA,1,16,State Toll Authority,State Toll Authority,6061 vehicles
39.26499939,-76.60166931,Baltimore City,IS 95 NB,1982,Fair,70639,NA,4,16,State Toll Authority,State Toll Authority,70639 vehicles
39.26666641,-76.59999847,Baltimore City,IS 95 SB,1982,Fair,65536,NA,4,16,State Toll Authority,State Toll Authority,65536 vehicles
39.26499939,-76.55833435,Baltimore City,I-95 RAMP OT,1980,Good,2454,NA,11,15,State Toll Authority,State Toll Authority,2454 vehicles
39.26666641,-76.55833435,Baltimore City,I-95 RAMP O,1978,Good,9776,NA,12,15,State Toll Authority,State Toll Authority,9776 vehicles
39.26666641,-76.55833435,Baltimore City,I-95 RAMP P,1977,Good,2690,NA,12,15,State Toll Authority,State Toll Authority,2690 vehicles
39.26499939,-76.55833435,Baltimore City,I-95 RAMP OP,1976,Fair,10000,NA,12,15,State Toll Authority,State Toll Authority,10000 vehicles
39.26833344,-76.55833435,Baltimore City,IS 95 NB RAMP T,1980,Good,2454,1388,1,16,State Toll Authority,State Toll Authority,2454 vehicles
39.26833344,-76.55999756,Baltimore City,IS 95 VIADUCT NB,1982,Fair,61832,NA,1,16,State Toll Authority,State Toll Authority,61832 vehicles
39.26833344,-76.55999756,Baltimore City,IS 95 VIADUCT SB,1982,Fair,63650,NA,1,16,State Toll Authority,State Toll Authority,63650 vehicles
39.27000046,-76.55999756,Baltimore City,I 95 SB RAMP S,1982,Fair,2745,NA,11,15,State Toll Authority,State Toll Authority,2745 vehicles
39.27000046,-76.55833435,Baltimore City,IS 95 VIADUCT NB,1980,Fair,66848,NA,1,16,State Toll Authority,State Toll Authority,66848 vehicles
39.27000046,-76.55833435,Baltimore City,IS 95 VIADUCT SB,1980,Fair,56280,300000,1,16,State Toll Authority,State Toll Authority,56280 vehicles
39.27666855,-76.55166626,Baltimore City,IS 95 VIADUCT NB,1980,Fair,57050,NA,1,16,State Toll Authority,State Toll Authority,57050 vehicles
39.27666855,-76.55166626,Baltimore City,IS 95 VIADUCT SB,1980,Good,63650,16051,1,16,State Toll Authority,State Toll Authority,63650 vehicles
39.2733345,-76.55166626,Baltimore City,IS 95 RAMP D,1980,Good,6212,5633,1,16,State Toll Authority,State Toll Authority,6212 vehicles
39.27500153,-76.55166626,Baltimore City,IS 95 RAMP Q,1980,Good,6808,NA,1,16,State Toll Authority,State Toll Authority,6808 vehicles
39.2816658,-76.55000305,Baltimore City,IS 95 RAMP L,1984,Good,9505,NA,12,15,State Toll Authority,State Toll Authority,9505 vehicles
39.27999878,-76.55000305,Baltimore City,IS 95 VIADUCT NB,1980,Fair,52850,20484,12,15,State Toll Authority,State Toll Authority,52850 vehicles
39.27999878,-76.55000305,Baltimore City,IS 95 SB,1980,Good,55621,20484,12,15,State Toll Authority,State Toll Authority,55621 vehicles
39.28499985,-76.54000092,Baltimore City,IS 95 NB,1976,Good,66848,NA,10,15,State Toll Authority,State Toll Authority,66848 vehicles
39.28499985,-76.54000092,Baltimore City,IS 95 SB,1976,Fair,66347,NA,10,15,State Toll Authority,State Toll Authority,66347 vehicles
39.28333282,-76.54000092,Baltimore City,IS 95 RAMP J,1976,Good,1179,NA,10,15,State Toll Authority,State Toll Authority,1179 vehicles
39.28499985,-76.53666687,Baltimore City,IS 95 NB,1976,Good,65669,NA,10,15,State Toll Authority,State Toll Authority,65669 vehicles
39.28499985,-76.53666687,Baltimore City,IS 95 SB,1976,Fair,66347,8885,10,15,State Toll Authority,State Toll Authority,66347 vehicles
39.28833389,-76.53333282,Baltimore City,EASTERN AVENUE,1971,Fair,30600,300000,1,16,State Toll Authority,State Toll Authority,30600 vehicles
39.30166626,-76.52999878,Baltimore City,IS 95 RAMP E,1974,Fair,7280,NA,11,15,State Toll Authority,State Toll Authority,7280 vehicles
39.30166626,-76.53333282,Baltimore City,IS 95 RAMP A,1974,Fair,6871,NA,11,16,State Toll Authority,State Toll Authority,6871 vehicles
39.29833221,-76.52999878,Baltimore City,IS 95 NB VIADUCT,1974,Fair,51011,NA,9,15,State Toll Authority,State Toll Authority,51011 vehicles
39.29833221,-76.52999878,Baltimore City,IS 95 SB VIADUCT,1974,Fair,51011,NA,9,15,State Toll Authority,State Toll Authority,51011 vehicles
39.30500031,-76.52999878,Baltimore City,IS 95 NB,1972,Fair,51011,3257,9,15,State Toll Authority,State Toll Authority,51011 vehicles
39.30500031,-76.52999878,Baltimore City,IS 95 SB,1972,Fair,55453,NA,9,15,State Toll Authority,State Toll Authority,55453 vehicles
39.30500031,-76.52999878,Baltimore City,IS 95 RAMP E,1974,Fair,7280,NA,10,15,State Toll Authority,State Toll Authority,7280 vehicles
39.30500031,-76.53166962,Baltimore City,IS 95 RAMP A,1973,Fair,6871,NA,9,15,State Toll Authority,State Toll Authority,6871 vehicles
39.30833435,-76.53166962,Baltimore City,IS 95 NB,1973,Fair,53426,NA,12,15,State Toll Authority,State Toll Authority,53426 vehicles
39.30833435,-76.53166962,Baltimore City,IS 95 SB,1973,Fair,54119,NA,12,15,State Toll Authority,State Toll Authority,54119 vehicles
39.30333328,-76.53333282,Baltimore City,EB MORAVIA ROAD,1976,Fair,19389,NA,2,16,State Toll Authority,State Toll Authority,19389 vehicles
39.31499863,-76.53166962,Baltimore City,IS 95,1971,Fair,108000,NA,10,15,State Toll Authority,State Toll Authority,108000 vehicles
39.26833344,-76.62166595,Baltimore City,I-395 RAMP E,1979,Good,16104,NA,12,15,State Toll Authority,State Toll Authority,16104 vehicles
39.26666641,-76.62333679,Baltimore City,I-395 RAMP F,1979,Fair,14464,NA,10,15,State Toll Authority,State Toll Authority,14464 vehicles
39.2733345,-76.62166595,Baltimore City,I-395 RAMP G,1979,Fair,42660,NA,1,16,State Toll Authority,State Toll Authority,42660 vehicles
39.2733345,-76.62166595,Baltimore City,I-395 RAMP H,1976,Fair,40802,NA,11,15,State Toll Authority,State Toll Authority,40802 vehicles
39.27666855,-76.62000275,Baltimore City,I-395 NB,1981,Fair,23316,NA,2,16,State Toll Authority,State Toll Authority,23316 vehicles
39.27666855,-76.62000275,Baltimore City,I-395 SB,1981,Fair,40802,NA,2,16,State Toll Authority,State Toll Authority,40802 vehicles
39.27666855,-76.62000275,Baltimore City,I-395 RAMP SPUR,1981,Fair,19344,NA,2,16,State Toll Authority,State Toll Authority,19344 vehicles
39.27833176,-76.62000275,Baltimore City,I-395 NB,1982,Fair,23316,NA,2,16,State Toll Authority,State Toll Authority,23316 vehicles
39.27833176,-76.62000275,Baltimore City,I-395 SB,1982,Fair,24738,NA,2,16,State Toll Authority,State Toll Authority,24738 vehicles
39.2816658,-76.62166595,Baltimore City,I-395 RAMP E,1980,Fair,7247,NA,11,15,State Toll Authority,State Toll Authority,7247 vehicles
39.27999878,-76.62166595,Baltimore City,I-395 RAMP EE,1980,Good,1596,NA,2,16,State Toll Authority,State Toll Authority,1596 vehicles
39.2816658,-76.62333679,Baltimore City,I-395 NB SPUR,1980,Fair,26343,2273,1,16,State Toll Authority,State Toll Authority,26343 vehicles
39.2816658,-76.62333679,Baltimore City,I-395 SB SPUR,1980,Fair,22027,1771,1,16,State Toll Authority,State Toll Authority,22027 vehicles
39.27999878,-76.62000275,Baltimore City,I-395 RAMP D,1982,Fair,2299,NA,10,15,State Toll Authority,State Toll Authority,2299 vehicles
39.27999878,-76.61833191,Baltimore City,I-395 SPUR NB,1982,Fair,19096,NA,10,15,State Toll Authority,State Toll Authority,19096 vehicles
39.27999878,-76.61833191,Baltimore City,I-395 SPUR SB,1982,Fair,23623,NA,10,15,State Toll Authority,State Toll Authority,23623 vehicles
39.31904602,-76.55658722,Baltimore City,I-895 TOLL LANES,2011,Good,69600,0,4,16,State Toll Authority,State Toll Authority,69600 vehicles
39.24000168,-76.61333466,Baltimore City,I-895,1957,Fair,62186,NA,2,16,State Toll Authority,State Toll Authority,62186 vehicles
39.24000168,-76.61000061,Baltimore City,I-895,1957,Fair,67800,NA,1,16,State Toll Authority,State Toll Authority,67800 vehicles
39.24000168,-76.60832977,Baltimore City,I-895,1957,Fair,59480,NA,1,16,State Toll Authority,State Toll Authority,59480 vehicles
39.24166489,-76.59666443,Baltimore City,I-895,1957,Fair,71100,NA,2,15,State Toll Authority,State Toll Authority,71100 vehicles
39.24166489,-76.59500122,Baltimore City,FRANKFURST AVE,1957,Fair,45225,NA,12,15,State Toll Authority,State Toll Authority,45225 vehicles
39.24166489,-76.59333038,Baltimore City,I-895,1957,Fair,64670,2265,4,16,State Toll Authority,State Toll Authority,64670 vehicles
39.24000168,-76.59166718,Baltimore City,I-895 NB ON RAMP,1957,Fair,1470,NA,10,15,State Toll Authority,State Toll Authority,1470 vehicles
39.24166489,-76.58999634,Baltimore City,I-895,1957,Fair,78200,NA,2,16,State Toll Authority,State Toll Authority,78200 vehicles
39.24166489,-76.58499908,Baltimore City,I-895,1957,Fair,66910,NA,10,15,State Toll Authority,State Toll Authority,66910 vehicles
39.27000046,-76.55666351,Baltimore City,IS 895,1958,Poor,66910,NA,2,16,State Toll Authority,State Toll Authority,66910 vehicles
39.27166748,-76.55500031,Baltimore City,I-895 OFF RAMP,1957,Fair,2560,NA,9,15,State Toll Authority,State Toll Authority,2560 vehicles
39.27833176,-76.5533371,Baltimore City,IS 895,1957,Fair,68510,NA,12,15,State Toll Authority,State Toll Authority,68510 vehicles
39.2816658,-76.5533371,Baltimore City,I-895,1957,Fair,62720,NA,2,16,State Toll Authority,State Toll Authority,62720 vehicles
39.2816658,-76.5533371,Baltimore City,IS 895,1957,Fair,58680,NA,2,16,State Toll Authority,State Toll Authority,58680 vehicles
39.28333282,-76.5533371,Baltimore City,FAIT AVENUE,1957,Fair,44850,NA,12,15,State Toll Authority,State Toll Authority,44850 vehicles
39.28499985,-76.5533371,Baltimore City,FOSTER AVENUE,1957,Fair,44850,NA,12,15,State Toll Authority,State Toll Authority,44850 vehicles
39.28499985,-76.5533371,Baltimore City,FLEET STREET,1957,Fair,44850,NA,12,15,State Toll Authority,State Toll Authority,44850 vehicles
39.28666687,-76.5533371,Baltimore City,EASTERN AVENUE,1957,Fair,27560,NA,12,15,State Toll Authority,State Toll Authority,27560 vehicles
39.29166794,-76.5533371,Baltimore City,I-895,1957,Fair,56350,NA,3,16,State Toll Authority,State Toll Authority,56350 vehicles
39.29833221,-76.54833221,Baltimore City,IS 895,1957,Fair,62070,NA,2,16,State Toll Authority,State Toll Authority,62070 vehicles
39.29833221,-76.54833221,Baltimore City,US 40 EB OFF RAMP,1957,Fair,21384,NA,12,15,State Toll Authority,State Toll Authority,21384 vehicles
39.29833221,-76.54833221,Baltimore City,ERDMAN AVE EB,1957,Fair,11790,1417,1,16,State Toll Authority,State Toll Authority,11790 vehicles
39.29833221,-76.54833221,Baltimore City,ERDMAN AVENUE WB,1957,Fair,13720,NA,1,16,State Toll Authority,State Toll Authority,13720 vehicles
